date,metric_name,value,segment,plan,region,domain,description
2025-12-11,Initiative Confidence Index,0.7499,Mid-Market,Enterprise,EMEA,"Strategy [Inferred] (Focuses on the perceived attributes of ""strategic initiatives""","Captures the belief in the clarity, impact, and viability of active or proposed"
2025-01-15,Leadership Alignment on Vision and Strategic Priori=es,0.4164,Enterprise,Basic,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-01-15,Leadership Alignment on Vision and Strategic Priori=es,0.4497,Mid-Market,Pro,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-01-15,Leadership Alignment on Vision and Strategic Priori=es,0.316,Mid-Market,Pro,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-02-14,Leadership Alignment on Vision and Strategic Priori=es,0.311,SMB,Pro,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-02-14,Leadership Alignment on Vision and Strategic Priori=es,0.3713,Mid-Market,Basic,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-02-14,Leadership Alignment on Vision and Strategic Priori=es,0.376,Enterprise,Enterprise,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-03-16,Leadership Alignment on Vision and Strategic Priori=es,0.3903,SMB,Basic,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-03-16,Leadership Alignment on Vision and Strategic Priori=es,0.3821,Enterprise,Basic,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-03-16,Leadership Alignment on Vision and Strategic Priori=es,0.3499,Mid-Market,Basic,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-04-15,Leadership Alignment on Vision and Strategic Priori=es,0.3607,Enterprise,Basic,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-04-15,Leadership Alignment on Vision and Strategic Priori=es,0.3529,Enterprise,Pro,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-04-15,Leadership Alignment on Vision and Strategic Priori=es,0.2504,SMB,Pro,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-05-15,Leadership Alignment on Vision and Strategic Priori=es,0.2814,SMB,Enterprise,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-05-15,Leadership Alignment on Vision and Strategic Priori=es,0.3953,Mid-Market,Basic,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-05-15,Leadership Alignment on Vision and Strategic Priori=es,0.4048,SMB,Pro,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-06-14,Leadership Alignment on Vision and Strategic Priori=es,0.3776,Enterprise,Basic,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-06-14,Leadership Alignment on Vision and Strategic Priori=es,0.4209,SMB,Pro,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-06-14,Leadership Alignment on Vision and Strategic Priori=es,0.396,Enterprise,Enterprise,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-07-14,Leadership Alignment on Vision and Strategic Priori=es,0.3049,Mid-Market,Enterprise,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-07-14,Leadership Alignment on Vision and Strategic Priori=es,0.4272,Enterprise,Pro,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-07-14,Leadership Alignment on Vision and Strategic Priori=es,0.3907,SMB,Basic,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-08-13,Leadership Alignment on Vision and Strategic Priori=es,0.3653,Mid-Market,Pro,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-08-13,Leadership Alignment on Vision and Strategic Priori=es,0.3243,Enterprise,Enterprise,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-08-13,Leadership Alignment on Vision and Strategic Priori=es,0.4015,SMB,Basic,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-09-12,Leadership Alignment on Vision and Strategic Priori=es,0.4158,Mid-Market,Enterprise,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-09-12,Leadership Alignment on Vision and Strategic Priori=es,0.4523,Mid-Market,Basic,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-09-12,Leadership Alignment on Vision and Strategic Priori=es,0.4038,Enterprise,Pro,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-10-12,Leadership Alignment on Vision and Strategic Priori=es,0.357,Mid-Market,Enterprise,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-10-12,Leadership Alignment on Vision and Strategic Priori=es,0.3197,Mid-Market,Basic,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-10-12,Leadership Alignment on Vision and Strategic Priori=es,0.4107,SMB,Basic,North America,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-11-11,Leadership Alignment on Vision and Strategic Priori=es,0.4151,SMB,Pro,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-11-11,Leadership Alignment on Vision and Strategic Priori=es,0.2978,SMB,Enterprise,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-11-11,Leadership Alignment on Vision and Strategic Priori=es,0.4286,Mid-Market,Enterprise,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-12-11,Leadership Alignment on Vision and Strategic Priori=es,0.3704,Enterprise,Enterprise,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-12-11,Leadership Alignment on Vision and Strategic Priori=es,0.4181,Enterprise,Pro,APAC,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-12-11,Leadership Alignment on Vision and Strategic Priori=es,0.3503,Mid-Market,Pro,EMEA,Strategy [Inferred] (It is fundamentally concerned with the clarity and shared,
2025-01-15,Strategic DriK Signal,0.7454,Mid-Market,Pro,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-01-15,Strategic DriK Signal,0.5535,SMB,Basic,APAC,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-01-15,Strategic DriK Signal,0.6285,Enterprise,Pro,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-02-14,Strategic DriK Signal,0.6524,Mid-Market,Basic,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-02-14,Strategic DriK Signal,0.6624,Mid-Market,Pro,APAC,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-02-14,Strategic DriK Signal,0.65,SMB,Enterprise,EMEA,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-03-16,Strategic DriK Signal,0.646,Mid-Market,Enterprise,APAC,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-03-16,Strategic DriK Signal,0.4453,Enterprise,Enterprise,APAC,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-03-16,Strategic DriK Signal,0.6485,Enterprise,Pro,EMEA,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-04-15,Strategic DriK Signal,0.6194,Mid-Market,Basic,APAC,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-04-15,Strategic DriK Signal,0.5914,Enterprise,Basic,EMEA,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-04-15,Strategic DriK Signal,0.4707,Mid-Market,Basic,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-05-15,Strategic DriK Signal,0.4088,Enterprise,Pro,APAC,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-05-15,Strategic DriK Signal,0.4764,Enterprise,Enterprise,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-05-15,Strategic DriK Signal,0.3853,Enterprise,Basic,APAC,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-06-14,Strategic DriK Signal,0.3992,SMB,Pro,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-06-14,Strategic DriK Signal,0.3746,Mid-Market,Basic,EMEA,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-06-14,Strategic DriK Signal,0.4324,Enterprise,Pro,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-07-14,Strategic DriK Signal,0.4307,Enterprise,Enterprise,APAC,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-07-14,Strategic DriK Signal,0.3459,SMB,Enterprise,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-07-14,Strategic DriK Signal,0.3445,SMB,Enterprise,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-08-13,Strategic DriK Signal,0.4738,SMB,Pro,EMEA,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-08-13,Strategic DriK Signal,0.49,Mid-Market,Basic,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-08-13,Strategic DriK Signal,0.3871,Mid-Market,Enterprise,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-09-12,Strategic DriK Signal,0.3682,Enterprise,Basic,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-09-12,Strategic DriK Signal,0.436,Mid-Market,Enterprise,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-09-12,Strategic DriK Signal,0.3464,Enterprise,Enterprise,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-10-12,Strategic DriK Signal,0.4138,Enterprise,Basic,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-10-12,Strategic DriK Signal,0.465,Enterprise,Enterprise,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-10-12,Strategic DriK Signal,0.4236,Enterprise,Pro,EMEA,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-11-11,Strategic DriK Signal,0.4063,Enterprise,Enterprise,EMEA,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-11-11,Strategic DriK Signal,0.4955,Enterprise,Enterprise,EMEA,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-11-11,Strategic DriK Signal,0.3473,Enterprise,Basic,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-12-11,Strategic DriK Signal,0.3637,Mid-Market,Enterprise,North America,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-12-11,Strategic DriK Signal,0.4077,Mid-Market,Pro,EMEA,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-12-11,Strategic DriK Signal,0.4017,Enterprise,Pro,APAC,Strategy [Inferred] (Its primary focus is on the health and fidelity of the,
2025-01-15,Ini=a=ve Fragmenta=on Index,0.2743,SMB,Pro,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-01-15,Ini=a=ve Fragmenta=on Index,0.3081,SMB,Enterprise,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-01-15,Ini=a=ve Fragmenta=on Index,0.2234,SMB,Basic,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-02-14,Ini=a=ve Fragmenta=on Index,0.3085,Mid-Market,Basic,EMEA,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-02-14,Ini=a=ve Fragmenta=on Index,0.2653,Enterprise,Pro,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-02-14,Ini=a=ve Fragmenta=on Index,0.2488,SMB,Basic,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-03-16,Ini=a=ve Fragmenta=on Index,0.2738,Enterprise,Basic,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-03-16,Ini=a=ve Fragmenta=on Index,0.2599,Enterprise,Enterprise,EMEA,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-03-16,Ini=a=ve Fragmenta=on Index,0.2452,Mid-Market,Enterprise,EMEA,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-04-15,Ini=a=ve Fragmenta=on Index,0.2065,Mid-Market,Pro,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-04-15,Ini=a=ve Fragmenta=on Index,0.274,Mid-Market,Pro,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-04-15,Ini=a=ve Fragmenta=on Index,0.2044,Mid-Market,Pro,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-05-15,Ini=a=ve Fragmenta=on Index,0.2113,Mid-Market,Basic,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-05-15,Ini=a=ve Fragmenta=on Index,0.2893,Enterprise,Enterprise,EMEA,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-05-15,Ini=a=ve Fragmenta=on Index,0.291,Enterprise,Enterprise,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-06-14,Ini=a=ve Fragmenta=on Index,0.2784,Enterprise,Enterprise,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-06-14,Ini=a=ve Fragmenta=on Index,0.2646,SMB,Pro,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-06-14,Ini=a=ve Fragmenta=on Index,0.1984,Mid-Market,Basic,EMEA,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-07-14,Ini=a=ve Fragmenta=on Index,0.2756,Enterprise,Basic,EMEA,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-07-14,Ini=a=ve Fragmenta=on Index,0.2484,SMB,Basic,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-07-14,Ini=a=ve Fragmenta=on Index,0.2264,SMB,Pro,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-08-13,Ini=a=ve Fragmenta=on Index,0.2708,SMB,Basic,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-08-13,Ini=a=ve Fragmenta=on Index,0.2908,SMB,Pro,EMEA,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-08-13,Ini=a=ve Fragmenta=on Index,0.264,Mid-Market,Enterprise,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-09-12,Ini=a=ve Fragmenta=on Index,0.2272,Mid-Market,Enterprise,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-09-12,Ini=a=ve Fragmenta=on Index,0.236,Mid-Market,Enterprise,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-09-12,Ini=a=ve Fragmenta=on Index,0.2133,SMB,Pro,EMEA,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-10-12,Ini=a=ve Fragmenta=on Index,0.2195,SMB,Pro,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-10-12,Ini=a=ve Fragmenta=on Index,0.262,SMB,Enterprise,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-10-12,Ini=a=ve Fragmenta=on Index,0.2597,Enterprise,Basic,EMEA,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-11-11,Ini=a=ve Fragmenta=on Index,0.286,Mid-Market,Basic,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-11-11,Ini=a=ve Fragmenta=on Index,0.267,SMB,Enterprise,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-11-11,Ini=a=ve Fragmenta=on Index,0.2796,Mid-Market,Pro,North America,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-12-11,Ini=a=ve Fragmenta=on Index,0.2283,Mid-Market,Enterprise,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-12-11,Ini=a=ve Fragmenta=on Index,0.3303,Enterprise,Enterprise,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-12-11,Ini=a=ve Fragmenta=on Index,0.2752,Enterprise,Pro,APAC,"Strategy [Inferred] (Directly pertains to the design, execu=on, and coordina=on",
2025-01-15,Alignment-to-Priority Score,136.1194,Enterprise,Enterprise,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-01-15,Alignment-to-Priority Score,170.8464,Mid-Market,Basic,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-01-15,Alignment-to-Priority Score,153.596,SMB,Enterprise,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-02-14,Alignment-to-Priority Score,209.4072,SMB,Basic,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-02-14,Alignment-to-Priority Score,193.6813,Mid-Market,Enterprise,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-02-14,Alignment-to-Priority Score,200.2563,SMB,Enterprise,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-03-16,Alignment-to-Priority Score,203.647,Mid-Market,Basic,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-03-16,Alignment-to-Priority Score,158.5983,Mid-Market,Enterprise,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-03-16,Alignment-to-Priority Score,148.1785,Mid-Market,Basic,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-04-15,Alignment-to-Priority Score,175.8353,SMB,Pro,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-04-15,Alignment-to-Priority Score,171.7675,SMB,Basic,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-04-15,Alignment-to-Priority Score,155.4255,Mid-Market,Basic,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-05-15,Alignment-to-Priority Score,144.666,Mid-Market,Pro,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-05-15,Alignment-to-Priority Score,182.0347,Mid-Market,Enterprise,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-05-15,Alignment-to-Priority Score,157.3688,Mid-Market,Enterprise,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-06-14,Alignment-to-Priority Score,190.379,Enterprise,Enterprise,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-06-14,Alignment-to-Priority Score,166.5945,SMB,Pro,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-06-14,Alignment-to-Priority Score,149.2298,SMB,Enterprise,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-07-14,Alignment-to-Priority Score,186.497,Enterprise,Basic,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-07-14,Alignment-to-Priority Score,157.4039,Mid-Market,Basic,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-07-14,Alignment-to-Priority Score,192.3718,SMB,Enterprise,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-08-13,Alignment-to-Priority Score,190.3111,Enterprise,Enterprise,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-08-13,Alignment-to-Priority Score,178.2523,SMB,Pro,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-08-13,Alignment-to-Priority Score,166.6837,Enterprise,Pro,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-09-12,Alignment-to-Priority Score,224.966,Mid-Market,Pro,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-09-12,Alignment-to-Priority Score,225.5073,SMB,Enterprise,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-09-12,Alignment-to-Priority Score,154.1673,SMB,Enterprise,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-10-12,Alignment-to-Priority Score,229.3096,Mid-Market,Basic,EMEA,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-10-12,Alignment-to-Priority Score,157.633,SMB,Enterprise,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-10-12,Alignment-to-Priority Score,155.1239,SMB,Basic,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-11-11,Alignment-to-Priority Score,140.9008,Enterprise,Pro,APAC,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-11-11,Alignment-to-Priority Score,140.1893,SMB,Enterprise,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-11-11,Alignment-to-Priority Score,191.7224,SMB,Pro,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-12-11,Alignment-to-Priority Score,142.3565,Mid-Market,Pro,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-12-11,Alignment-to-Priority Score,188.8199,Enterprise,Pro,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-12-11,Alignment-to-Priority Score,193.1327,Enterprise,Basic,North America,Strategy [Inferred] (Focuses on priori=za=on and ensuring work contributes to,Represents the percentage of outcome stories or signals linked to known
2025-01-15,Immediate Priorities Alignment,90.5152,Enterprise,Pro,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-01-15,Immediate Priorities Alignment,92.4112,Enterprise,Enterprise,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-01-15,Immediate Priorities Alignment,69.4458,SMB,Enterprise,North America,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-02-14,Immediate Priorities Alignment,75.8675,SMB,Pro,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-02-14,Immediate Priorities Alignment,77.8628,Mid-Market,Enterprise,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-02-14,Immediate Priorities Alignment,78.9808,Mid-Market,Basic,North America,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-03-16,Immediate Priorities Alignment,78.6229,SMB,Enterprise,North America,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-03-16,Immediate Priorities Alignment,74.0979,SMB,Pro,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-03-16,Immediate Priorities Alignment,88.8562,Mid-Market,Enterprise,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-04-15,Immediate Priorities Alignment,90.451,Enterprise,Pro,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-04-15,Immediate Priorities Alignment,101.8035,Enterprise,Enterprise,North America,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-04-15,Immediate Priorities Alignment,89.5536,Enterprise,Basic,North America,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-05-15,Immediate Priorities Alignment,71.9704,Enterprise,Basic,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-05-15,Immediate Priorities Alignment,90.2422,Mid-Market,Basic,North America,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-05-15,Immediate Priorities Alignment,73.4651,Enterprise,Pro,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-06-14,Immediate Priorities Alignment,75.2105,Enterprise,Enterprise,North America,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-06-14,Immediate Priorities Alignment,90.219,Enterprise,Pro,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-06-14,Immediate Priorities Alignment,100.8499,SMB,Basic,North America,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-07-14,Immediate Priorities Alignment,71.7855,Enterprise,Enterprise,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-07-14,Immediate Priorities Alignment,97.2092,Mid-Market,Pro,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-07-14,Immediate Priorities Alignment,73.3946,Enterprise,Pro,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-08-13,Immediate Priorities Alignment,81.5626,Mid-Market,Basic,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-08-13,Immediate Priorities Alignment,89.6053,Mid-Market,Pro,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-08-13,Immediate Priorities Alignment,83.7638,Enterprise,Pro,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
